Date;2024-12-03 17:35:26;Config settings;{'BrownianMotion': {'N': 20, 'x0': '10 * np.random.randn(N, 2)', 'mu': '0', 'D': '0.1', 'id': 'Targets'}, 'SimpleIntegrators': {'N': 10, 'x0': '10 * np.random.randn(N, 2)', 'id': 'Herders'}, 'integrator': {'dt': 0.05}, 'simulator': {'dt': 0.05, 'T': 50}, 'environment': {'dimensions': [50, 50]}, 'renderer': {'background_color': 'white', 'agent_colors': ['blue', 'red'], 'render_mode': 'pygame', 'render_dt': 0.05}, 'logger': {'log_freq': 0, 'save_freq': 10, 'comment_enable': False, 'log_path': '/../logs', 'log_name': ''}, 'repulsion': {'ity': 3, 'dis': 2.5}};Comment;
['Step', 0];['Population', 'Targets'];"['State', array([-11.85377453,  -1.10170503,   5.95089577,  11.21252367,
         3.36873381, -24.64647101,  13.80072746,  -0.32130006,
       -10.29742895, -16.90430902,  -3.12327149,  10.41273095,
        11.94017493,  -4.62045034,  -2.29283793,   0.25131094,
       -10.09854348,  -9.54603278,  -6.82632854, -11.32752876,
        -7.77822692,  -1.64286909,  -3.15120584, -14.98383065,
         9.1303766 ,  19.62443635,  -9.45427295,  10.75870748,
         1.37287617,   8.36263334,  -3.32485685,  14.41430418,
        -1.7240608 ,  -5.45368176,  16.68223551,  -4.37115735,
        18.841456  ,  -0.61474803,  -3.51268213,  -0.48215426])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";"['External forces', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['Population', 'Herders'];"['State', array([ 20.90296969,  11.710887  ,   6.46289074,   3.10709022,
        12.94840244,   9.50350072,  -0.61560078,   0.22979633,
       -10.05265172, -17.99529521,  -1.23639365,  11.87246665,
       -18.55582611,   0.80753575, -23.2753839 ,  11.94092782,
        10.71892185,  20.93570168,   4.65766044,   0.79744635])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0.])]";"['External forces', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0.])]";"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 680];['Population', 'Targets'];"['State', array([ 0.17188979, -0.50283435,  0.85591012, -0.30415983,  0.39360241,
       -0.36361927,  0.92489894, -0.21773864,  0.54359422, -0.33118516,
        2.04498177,  3.4767215 ,  0.74884541, -0.271933  ,  0.39679468,
       -0.44322285,  0.49945665, -0.39936844, -0.5440798 , -0.63678187,
        0.60889739, -0.44190767,  0.23734035, -0.44726052,  0.55124367,
       -0.2782459 ,  0.77183931, -0.28601053, -0.07520424, -0.60679139,
        0.37378103, -0.52179982,  0.6768103 , -0.40454552, -0.06088438,
       -0.49985249,  0.12841404, -0.47939777,  0.53819051, -0.43835768])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -2.43461723, -1.95897453, -0.06223364, -4.38318505,
        2.33847023,  5.12840182,  3.40331921,  1.6780167 ,  0.39330418,
        0.87343852,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        1.49789129, -1.67410499,  0.        ,  0.        ,  5.92361661,
       -3.48651784,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 690];['Population', 'Targets'];"['State', array([-0.44083246, -1.18255244,  0.06407371, -1.68235379, -0.36548915,
       -1.12364036,  0.19517924, -1.78903192, -0.25517159, -1.41700132,
        1.29367095,  2.74190819, -0.11838578, -1.58647044, -0.20461881,
       -1.41694806, -0.27478756, -1.48741262, -0.66657719, -0.45834296,
       -0.19497193, -1.59312619, -0.41726326, -1.21931974, -0.28498423,
       -1.30437644, -0.05204174, -1.63568152, -0.50294712, -1.20300372,
       -0.32264075, -1.423971  , -0.12020897, -1.55725627, -0.54009932,
       -0.86634495, -0.45268208, -0.94973971, -0.23587681, -1.50664492])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -1.93587375, -2.04707833, -0.06223364, -4.38318505,
        2.17702609,  4.3429166 ,  3.40331921,  1.6780167 ,  1.32384209,
       -1.66915694,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  3.35116489, -1.30155493,  0.        ,  0.        ,
       -0.81393226, -1.3306486 ,  0.        ,  0.        , -1.93261284,
       -4.60481221,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 700];['Population', 'Targets'];"['State', array([-0.38146296,  0.07870486, -0.08792793, -0.02836147, -0.3804775 ,
        0.11082915, -0.04040901, -0.14536736, -0.20071319,  0.04252534,
        0.68141531,  1.9076085 , -0.16445438, -0.02902579, -0.16683957,
       -0.00731489, -0.31709926, -0.01858017, -0.43930554,  0.17436533,
       -0.15150571,  0.00762528, -0.35563252,  0.04789407, -0.33538615,
        0.08678814, -0.18815044, -0.0875642 , -0.52794408,  0.08379467,
       -0.21228019,  0.02977869, -0.09897351, -0.04530821, -0.40890938,
        0.08095043, -0.34643378,  0.11026099, -0.22770124, -0.05692347])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -1.30860166, -1.54388099, -0.06223364, -4.38318505,
        1.58488954,  3.58744175,  3.40331921,  1.6780167 , -0.01810844,
       -2.08523488,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        , -1.66790724,  5.42486527,  0.        ,  0.        ,
       -1.34645047, -1.53627573,  0.        ,  0.        , -1.39137555,
        2.04198742,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 710];['Population', 'Targets'];"['State', array([0.9306089 , 0.610938  , 1.01598106, 0.48540919, 0.87662793,
       0.56558578, 1.15556387, 0.28586526, 0.89179762, 0.37978061,
       0.70115645, 1.51210302, 0.97525627, 0.35222959, 1.00102901,
       0.46358616, 0.93534945, 0.51237691, 0.90416914, 0.7077148 ,
       0.99675837, 0.53867183, 0.93618244, 0.50000221, 0.97556404,
       0.55693181, 0.98097674, 0.31521452, 0.81520667, 0.67925398,
       1.02655252, 0.50320719, 1.01018873, 0.31865562, 0.83315146,
       0.57717653, 0.88786437, 0.58032916, 1.06219785, 0.37103872])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666, -0.19425976,  1.46464   , -0.06223364, -4.38318505,
        1.10358476,  3.14614166,  3.40331921,  1.6780167 , -0.01810844,
       -2.08523488,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 3.95731524, 4.47620903, 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 720];['Population', 'Targets'];"['State', array([ 1.13174246, -0.44880855,  1.31326614, -0.48582464,  1.18264818,
       -0.41408718,  1.41318415, -0.55360235,  1.08852893, -0.39772083,
        1.52575589, -0.36658129,  1.24407992, -0.54746356,  1.29302358,
       -0.41836609,  1.19866083, -0.39170189,  1.27129469, -0.41083599,
        1.60285012, -0.52425055,  1.37206268, -0.51833462,  1.17360528,
       -0.42018466,  1.29741395, -0.4645077 ,  1.19349975, -0.42922361,
        1.39086206, -0.48094969,  1.29224801, -0.44485089,  1.25299905,
       -0.49097366,  1.12519801, -0.42706797,  1.31756896, -0.44865384])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666,  1.99921095,  0.8026347 , -0.06223364, -4.38318505,
        1.10358476,  3.14614166,  3.40331921,  1.6780167 , -0.01810844,
       -2.08523488,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  2.8570308 , -5.37256207,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 730];['Population', 'Targets'];"['State', array([ 0.46337616,  0.10368247,  0.71173987, -0.15896318,  0.52314065,
        0.08153198,  0.80151796, -0.43608842,  0.38641991,  0.12641539,
        0.69923305, -0.24884125,  0.57445122, -0.07923088,  0.54112403,
       -0.06821128,  0.52902381,  0.01253523,  0.55651811, -0.03132692,
        0.96088446, -0.76981775,  0.69775818, -0.27802641,  0.4073073 ,
        0.07394419,  0.59552996, -0.19368159,  0.46956057,  0.0974232 ,
        0.64514707, -0.08046998,  0.67240425, -0.04604801,  0.48531208,
        0.09950646,  0.43554109,  0.08744175,  0.49068401,  0.04879733])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666,  2.29903182, -1.10802532, -0.06223364, -4.38318505,
        1.10358476,  3.14614166,  3.40331921,  1.6780167 ,  0.4901538 ,
       -1.83030554,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 5.01888815,
       0.14347517, 0.        , 0.        , 0.        , 0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 740];['Population', 'Targets'];"['State', array([-0.41523506,  0.97419234, -0.17727711,  1.11991245, -0.24658848,
        1.08611997, -0.31581081,  0.96019544, -0.44122355,  0.83420281,
       -0.19014205,  1.02106123, -0.21678673,  1.04082026, -0.31231033,
        1.04579009, -0.20103781,  0.96837564, -0.23692606,  0.98834509,
       -0.34259257,  0.80585106, -0.20474799,  0.94864012, -0.4227684 ,
        0.93437811, -0.25193434,  0.89952798, -0.32713485,  0.96856636,
       -0.18056277,  1.04878682, -0.15817219,  1.04920072, -0.2578861 ,
        1.00315831, -0.38251027,  0.95796189, -0.30994223,  0.99317657])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666,  2.29903182, -1.10802532, -0.06223364, -4.38318505,
        1.10358476,  3.14614166,  3.40331921,  1.6780167 ,  0.84996461,
        0.66236697,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        , -2.72581533,
        5.63821939,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 750];['Population', 'Targets'];"['State', array([-1.92628626,  0.16467917, -2.13916065,  0.51534561, -2.07391588,
        0.47654295, -1.91982383,  0.05949383, -1.70375968, -0.0084039 ,
       -1.80318105,  0.15901442, -1.84911504,  0.19143884, -1.87791648,
        0.17498952, -1.81565907,  0.19466537, -1.79920591,  0.12159967,
       -1.51634574, -0.11077922, -1.59328104, -0.00446389, -1.7027531 ,
        0.01468588, -1.65352086,  0.00792287, -1.7853857 ,  0.1376342 ,
       -2.04584537,  0.41392065, -1.96982434,  0.27879725, -1.86679892,
        0.23620252, -1.66878805,  0.07784013, -1.76883657,  0.2333738 ])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666,  2.29903182, -1.10802532, -0.06223364, -4.38318505,
        1.10358476,  3.14614166,  3.40331921,  1.6780167 , -1.73300825,
        1.56178694,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        , -5.15696376,
       -1.5275323 ,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 760];['Population', 'Targets'];"['State', array([-1.4276964 , -1.04699073, -1.68497293, -1.03586493, -1.56603206,
       -1.04154755, -1.36274703, -0.96163878, -1.1592717 , -0.97168698,
       -1.07263954, -0.89585648, -1.39707822, -1.00542742, -1.21342006,
       -0.95575813, -1.26782601, -0.9703897 , -1.20288494, -0.91604812,
       -0.99046188, -0.78434534, -1.0348839 , -0.78938869, -1.09467753,
       -0.89312366, -1.06790677, -0.90445854, -1.06549238, -0.67427936,
       -1.5338076 , -1.04237281, -1.5642711 , -1.16620658, -1.26728954,
       -0.79890562, -1.15122531, -0.87725226, -1.03453698, -0.78541977])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666,  2.29903182, -1.10802532, -0.06223364, -4.38318505,
        1.10358476,  3.14614166,  3.40331921,  1.6780167 , -2.95118908,
       -0.34439859,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.17050111,
       -4.21400583,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 770];['Population', 'Targets'];"['State', array([-0.25922196, -1.19321229, -0.36570357, -1.19129847, -0.39191105,
       -0.94427542, -0.26135193, -0.98246088, -0.41178474, -0.80180919,
       -0.23914638, -0.8318351 , -0.29359553, -1.10320849, -0.26178945,
       -0.9269494 , -0.31502359, -0.9432108 , -0.28268076, -0.83255593,
       -0.30979118, -0.64483843, -0.35851978, -0.60207701, -0.25674125,
       -0.86536335, -0.25995764, -0.77352976, -0.35019272, -0.4534644 ,
       -0.34567045, -1.05636453, -0.31415316, -1.20382678, -0.36407134,
       -0.74817637, -0.30284315, -0.82950529, -0.35868315, -0.628162  ])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666,  2.29903182, -1.10802532, -0.06223364, -4.38318505,
        1.10358476,  3.14614166,  3.40331921,  1.6780167 , -1.84530039,
       -1.86336971,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  3.36676177,
       -1.98632788,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 780];['Population', 'Targets'];"['State', array([ 0.23263676, -0.31493272,  0.16393329, -0.21553089,  0.11675975,
       -0.07231195,  0.08861334, -0.08306784,  0.05250747, -0.04842097,
        0.07614434, -0.01342757,  0.13693242, -0.15233525,  0.14825349,
       -0.05377784,  0.10194981, -0.09623835,  0.1873434 ,  0.02281976,
        0.05327697,  0.03097994, -0.09282254,  0.13025281,  0.01581898,
       -0.06464571,  0.05997257, -0.08341161,  0.13869953,  0.09121711,
        0.13572915, -0.20903548,  0.12460932, -0.19026918,  0.04944321,
       -0.00306774,  0.09972966, -0.02675596, -0.00278847,  0.01120398])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666,  2.29903182, -1.10802532, -0.06223364, -4.38318505,
        1.10358476,  3.14614166,  3.40331921,  1.6780167 , -0.00795708,
       -1.91989924,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 3.25878681,
       1.48206285, 0.        , 0.        , 0.        , 0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 790];['Population', 'Targets'];"['State', array([-0.7757395 ,  1.21318491, -0.53195107,  1.59056661, -0.68943369,
        1.62042244, -0.69120347,  1.50783129, -0.56151861,  1.55164607,
       -0.80830966,  1.42431985, -0.62541385,  1.54529026, -0.35552335,
        1.67764899, -0.26768038,  1.6155506 , -0.2372004 ,  1.75050771,
       -0.60212306,  1.53960633, -0.86182683,  1.48333981, -0.76996286,
        1.45048837, -0.72248651,  1.43332605, -0.23898087,  1.68673524,
       -0.84604882,  1.3057075 , -0.67111957,  1.45944084, -0.60035552,
        1.53239738, -0.44477595,  1.59338138, -0.77512335,  1.4417916 ])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666,  2.29903182, -1.10802532, -0.06223364, -4.38318505,
        1.10358476,  3.14614166,  3.40331921,  1.6780167 ,  0.10592695,
        1.15102121,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        , -3.45111396,
        5.42829127,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 800];['Population', 'Targets'];"['State', array([-1.75472714,  0.5178852 , -2.27199253,  1.15791704, -2.27078716,
        1.14513051, -2.15602891,  0.91711916, -2.06750474,  0.87585287,
       -1.86058945,  0.72212193, -2.11793573,  0.98972957, -2.29552098,
        1.21030156, -2.37445576,  1.45761391, -2.58458411,  1.83408303,
       -2.24895166,  1.08441336, -2.21021088,  0.9636749 , -2.09964969,
        0.83261674, -2.0498529 ,  0.87107688, -2.24056115,  1.32800197,
       -1.99240455,  0.65885336, -2.11147576,  0.86210888, -2.1588436 ,
        1.04798789, -2.14699613,  1.06822908, -2.08093394,  0.78041914])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666,  2.29903182, -1.10802532, -0.06223364, -4.38318505,
        1.10358476,  3.14614166,  3.40331921,  1.6780167 , -1.92368   ,
        2.7299258 ,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        , -5.26364598,
        0.23148693,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 810];['Population', 'Targets'];"['State', array([-1.62028611,  0.32766702, -1.87195904,  0.2839162 , -2.00844537,
        0.26100012, -2.03690332,  0.174391  , -1.88403377,  0.18775028,
       -1.76788668,  0.29617279, -1.71079004,  0.29621746, -2.03043585,
        0.29814691, -2.13157404,  0.29059135, -2.69095713,  0.14169484,
       -2.02903417,  0.20072111, -1.93877151,  0.1300905 , -1.82380544,
        0.25686479, -1.88087771,  0.20479167, -2.11637196,  0.21711508,
       -1.87564288,  0.06390621, -1.92623303,  0.20455326, -1.85680288,
        0.38627171, -1.93880729,  0.23591651, -1.84137427,  0.20360909])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666,  2.29903182, -1.10802532, -0.06223364, -4.38318505,
        1.10358476,  3.14614166,  3.40331921,  1.6780167 , -3.58378443,
        1.44086927,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        , -1.44525189,
       -3.71753158,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
['Step', 820];['Population', 'Targets'];"['State', array([-1.22429135,  0.22461823, -1.25670219,  0.23807768, -1.41402013,
        0.05559893, -1.37418898, -0.17838018, -1.2494076 ,  0.03068701,
       -1.24575645,  0.2244713 , -1.20066534,  0.23120474, -1.34699388,
        0.14082493, -1.42264667,  0.14556028, -1.75528445, -0.52899231,
       -1.34541398,  0.00206643, -1.34061626, -0.05112777, -1.29066248,
        0.1570369 , -1.31083323,  0.09950613, -1.47495209,  0.01519288,
       -1.37405393, -0.10896192, -1.36256708, -0.08298511, -1.30643541,
        0.37683478, -1.36460805, -0.00646823, -1.36828483,  0.15341463])]";"['Control input', array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0.])]";['External forces', array([0])];['Population', 'Herders'];"['State', array([ 4.08870548,  2.63326521,  1.4351565 , -3.44111312,  2.56142738,
       -4.17241666,  2.29903182, -1.10802532, -0.06223364, -4.38318505,
        1.10358476,  3.14614166,  3.40331921,  1.6780167 , -3.44169308,
       -0.12148399,  4.59167452,  0.5898305 , -2.5949986 , -3.88608357])]";"['Control input', array([ 0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  0.        ,
        0.        ,  0.        ,  0.        ,  0.        ,  1.21097577,
       -2.31884676,  0.        ,  0.        ,  0.        ,  0.        ])]";['External forces', array([0])];"['Env', array([<Environments.empty_environment.EmptyEnvironment object at 0x0000021190954990>],
      dtype=object)]"
